az_E,,az_H,,el_E,,el_H,
r,θ,r,θ,r,θ,r,θ
-0.00001493512751012133,288.2324910807037,-0.0015475006940797774,297.14231909444226,-0.0006912240719697279,288.6381244943882,0.0008434369315612316,297.1351396220767
0.11065453824625016,305.49052078244705,0.0841439898385794,308.38201271201285,0.14149302321639973,302.0053832080832,0.11587122976723296,308.7843641002973
0.27628765321783966,317.4090813744721,0.19789935285586194,318.34032207969875,0.31073774056373266,316.03535318654485,0.2385898690046871,317.8221552998117
0.45041258829516795,325.7274630999569,0.3846502058019452,327.43092207628763,0.5292030399173936,324.1163970887107,0.34211064194007873,324.46232220802545
0.5991909099594029,331.2163670890823,0.5494635143958886,332.3993728845496,0.6598980128262565,329.50526350007607,0.41469743619325306,328.63751982018914
0.7574903165966348,337.19140137072594,0.7041286759502072,338.27481545250896,0.782269552389386,336.0247331979098,0.5405064890878039,334.93253656193934
0.8699315738086415,342.7699472860601,0.8218512888509487,343.3818373770161,0.8797017832771242,340.4616061387024,0.6562590269621077,339.39319816043246
0.9611222868520909,350.17062626368164,0.9030689982356995,348.78887218289884,0.9669016945798325,345.3479724913226,0.7509025525118939,342.83990834744685
0.9982077926484769,354.84287302678194,0.9684904193496262,354.65732259871476,1.003580178433744,349.273261707394,0.8467084405425372,348.1113419603719
0.999825316023515,0.3085918787742382,0.9978251824415912,359.07263132252956,1.0027976921770523,355.27470318870746,0.9280573075692344,353.4180553448218
0.9239641881680651,4.3987053549953465,1.0051866173256927,2.4584163318965127,1.0036021859271929,358.20528525138826,0.9836413553001058,357.7052220822313
0.8339077860393863,7.792078078218233,1.0001477895162934,5.045463940783511,0.9936256851225811,358.8625076362378,1.00411589790793,0.4099806914896066
0.7371904767422771,11.15465973892811,0.9269357492195041,8.633703403855735,0.8982647137952545,2.5872438409949723,1.0050088677757503,4.100210712291037
0.6313057092070905,14.758724460756286,0.8230287268790073,11.985084070464293,0.8064336385916246,6.028288808296415,0.9533577061219548,8.054414446381582
0.507321917431843,19.488672999441,0.7236153249308775,14.620873988631478,0.7083068736987302,9.439932299234265,0.8469160428925584,13.034420877802889
0.3953293672912925,24.322968397164342,0.6171529458354666,17.78797253845228,0.5848562541010676,13.461964876291281,0.7430945144276379,16.485736179806057
0.2699468040825512,28.822429766272123,0.5170822330104939,21.608711402883632,0.4738579682337345,17.299085752424293,0.621341437635016,20.485462219239327
0.10829266369581521,35.56144211226772,0.39679303815516903,26.565051177077816,0.3624074410987921,20.219395925938677,0.49250221655690113,25.76376384697079
-0.0005713523591352885,41.82016988013563,0.28285238376573657,31.539796777599687,0.28762740545853277,24.39103055797259,0.3863428459128394,29.981639368849155
,,0.17801398762474013,38.064077946441735,0.1769399404155357,28.052918705905597,0.26206248112679553,35.78897345918314
,,0.1152752665799294,50.09211512449877,0.08000478146556994,30.808903450975826,0.18501096522749366,38.88858344273187
,,0.09105361055327972,57.9946167919163,0.014357253465623311,37.82275414914466,0.07344609543334625,42.70938995736126
,,0.03637673605218651,69.09766582407043,0.0008226191703444556,39.356681719465875,-0.0003797140777439573,49.08561677997483
,,-0.004265033313667576,90.65478040226748,,,,
